CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;COLUNA_DF;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.02;Ajustes de Exercícios Anteriores;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.03;Saldos Iniciais Ajustados;2314002.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.03;Saldos Iniciais Ajustados;2315610.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.03;Saldos Iniciais Ajustados;1959894.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.03;Saldos Iniciais Ajustados;2020569.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.03;Saldos Iniciais Ajustados;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.03;Saldos Iniciais Ajustados;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.03;Saldos Iniciais Ajustados;-23286677.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.03;Saldos Iniciais Ajustados;-25667133.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.03;Saldos Iniciais Ajustados;5281.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.03;Saldos Iniciais Ajustados;3106.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.03;Saldos Iniciais Ajustados;-19007500.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.03;Saldos Iniciais Ajustados;-21327848.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04;Transações de Capital com os Sócios;18.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04;Transações de Capital com os Sócios;17389.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04;Transações de Capital com os Sócios;9697.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.04;Transações de Capital com os Sócios;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.04;Transações de Capital com os Sócios;17389.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.04;Transações de Capital com os Sócios;9715.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.04.01;Aumentos de Capital;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.04.02;Gastos com Emissão de Ações;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04.03;Opções Outorgadas Reconhecidas;61.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04.03;Opções Outorgadas Reconhecidas;18.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.03;Opções Outorgadas Reconhecidas;20270.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.03;Opções Outorgadas Reconhecidas;12241.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.04.03;Opções Outorgadas Reconhecidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.04.03;Opções Outorgadas Reconhecidas;20331.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.04.03;Opções Outorgadas Reconhecidas;12259.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.04;Ações em Tesouraria Adquiridas;-2881.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.04;Ações em Tesouraria Adquiridas;-2544.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Lucros ou Prejuízos Acumulados;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Outros Resultados Abrangentes;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Outros Resultados Abrangentes;5.04.04;Ações em Tesouraria Adquiridas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Patrimônio Líquido;5.04.04;Ações em Tesouraria Adquiridas;-2881.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Patrimônio Líquido;5.04.04;Ações em Tesouraria Adquiridas;-2544.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Capital Social Integralizado;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Capital Social Integralizado;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;Reservas de Lucro;5.04.05;Ações em Tesouraria Vendidas;0.0;S
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;24112;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;Reservas de Lucro;5.04.05;Ações em Tesouraria Vendidas;0.0;S
